customerID,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn
5590-ZSKRV,Female,True,True,True,False,DSL,True,True,False,False,False,False,Month-to-month,False,Mailed check,482.25,False
0191-ZHSKZ,Male,False,False,True,False,DSL,True,True,False,False,True,True,Month-to-month,True,Electronic check,2111.300048828125,False
3887-PBQAO,Female,True,True,True,True,No,,,,,,,One year,True,Credit card (automatic),1216.5999755859375,False
5919-TMRGD,Female,False,True,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.3499984741211,True
8108-UXRQN,Female,True,True,False,,DSL,True,False,False,False,True,True,Month-to-month,False,Electronic check,565.3499755859375,False
9191-MYQKX,Female,True,False,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Bank transfer (automatic),496.8999938964844,True
9919-YLNNG,Female,False,False,True,False,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),4327.5,False
0318-ZOPWS,Female,True,False,True,False,No,,,,,,,Two year,True,Bank transfer (automatic),973.3499755859375,False
4445-ZJNMU,Male,False,False,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),918.75,False
4808-YNLEU,Female,True,False,True,False,DSL,True,False,False,False,True,False,One year,True,Bank transfer (automatic),2215.449951171875,False
1862-QRWPE,Female,True,True,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),1057.0,False
2796-NNUFI,Female,True,True,True,False,No,,,,,,,Two year,True,Mailed check,927.0999755859375,False
3016-KSVCP,Male,True,False,False,,DSL,False,False,False,False,True,False,Month-to-month,False,Mailed check,1009.25,False
4767-HZZHQ,Male,True,True,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),2570.199951171875,False
2424-WVHPL,Male,False,False,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,False,Electronic check,74.69999694824219,False
7233-PAHHL,Male,True,True,True,True,DSL,True,False,True,True,True,True,Two year,True,Mailed check,5714.25,False
6067-NGCEU,Female,False,False,True,True,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),7107.0,False
9848-JQJTX,Male,False,False,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),7459.0498046875,False
8637-XJIVR,Female,False,False,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,927.3499755859375,True
9803-FTJCG,Male,True,True,True,True,DSL,True,True,False,True,False,False,One year,True,Credit card (automatic),4748.7001953125,False
0278-YXOOG,Male,False,False,True,False,No,,,,,,,Month-to-month,False,Mailed check,113.8499984741211,True
3212-KXOCR,Male,False,False,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),1107.199951171875,False
4598-XLKNJ,Female,True,False,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,2514.5,True
6380-ARCEH,Male,False,False,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.200000762939453,False
3679-XASPY,Female,True,True,True,False,No,,,,,,,Month-to-month,False,Electronic check,19.450000762939453,False
7123-WQUHX,Male,False,False,True,True,Fiber optic,False,False,True,True,True,False,One year,False,Bank transfer (automatic),3605.60009765625,False
5386-THSLQ,Female,True,False,False,,DSL,False,True,True,False,True,False,One year,False,Bank transfer (automatic),3027.25,False
3192-NQECA,Male,True,False,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),7611.85009765625,True
6180-YBIQI,Male,False,False,False,,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,100.19999694824219,False
6728-DKUCO,Female,True,True,True,True,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,7303.0498046875,False
9750-BOOHV,Female,False,False,False,,DSL,True,False,False,False,False,False,One year,False,Mailed check,927.6500244140625,False
8597-CWYHH,Male,False,False,True,True,Fiber optic,False,False,False,False,True,True,One year,False,Mailed check,3921.300048828125,False
2848-YXSMW,Male,True,True,True,False,No,,,,,,,Two year,False,Credit card (automatic),1363.25,False
0486-HECZI,Male,True,False,True,True,Fiber optic,True,True,False,False,True,False,Month-to-month,True,Electronic check,5238.89990234375,True
4549-ZDQYY,Female,False,False,True,False,DSL,True,False,True,True,False,False,One year,False,Credit card (automatic),3042.25,False
5712-AHQNN,Female,False,False,True,False,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Electronic check,3954.10009765625,False
4846-WHAFZ,Female,True,False,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,2868.14990234375,True
5256-SKJGO,Female,True,True,False,,DSL,False,True,False,True,True,True,Two year,True,Electronic check,3423.5,False
3071-VBYPO,Male,True,True,True,False,Fiber optic,True,True,False,False,True,False,Month-to-month,False,Electronic check,248.39999389648438,False
9560-BBZXK,Female,False,False,False,,DSL,True,False,False,False,False,False,Two year,False,Bank transfer (automatic),1126.3499755859375,False
5299-RULOA,Female,True,True,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,1064.6500244140625,True
8402-OOOHJ,Female,False,False,True,False,No,,,,,,,Two year,False,Mailed check,835.1500244140625,False
9445-ZUEQE,Male,True,True,True,True,Fiber optic,False,True,False,True,False,False,Month-to-month,True,Credit card (automatic),2151.60009765625,False
1091-SOZGA,Female,True,True,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Credit card (automatic),5515.4501953125,False
2928-HLDBA,Female,False,False,True,False,No,,,,,,,Month-to-month,False,Mailed check,112.75,False
0404-SWRVG,Male,False,False,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,229.5500030517578,True
6497-TILVL,Female,True,True,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Mailed check,350.3500061035156,False
7219-TLZHO,Female,True,True,True,False,No,,,,,,,Month-to-month,False,Mailed check,62.900001525878906,False
4622-YNKIJ,Male,False,False,True,False,Fiber optic,True,False,False,True,True,False,Two year,True,Electronic check,3027.64990234375,False
4412-YLTKF,Female,False,False,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,2135.5,True
6734-PSBAW,Male,True,False,True,True,No,,,,,,,Two year,True,Bank transfer (automatic),1723.949951171875,False
3930-ZGWVE,Male,False,False,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.75,False
2639-UGMAZ,Male,False,False,False,,DSL,True,True,False,False,True,True,One year,True,Electronic check,3985.35009765625,False
2876-GZYZC,Female,False,False,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,1215.6500244140625,False
6207-WIOLX,Female,True,True,False,,DSL,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),1502.6500244140625,True
8587-XYZSF,Male,False,False,True,False,DSL,False,False,False,True,False,False,Two year,False,Bank transfer (automatic),3260.10009765625,False
3091-FYHKI,Male,False,False,False,,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.45000076293945,True
2372-HWUHI,Male,False,False,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,81.25,True
7799-LGRDP,Female,False,False,True,True,No,,,,,,,Two year,True,Credit card (automatic),1188.199951171875,False
7850-VWJUU,Female,False,False,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),1778.5,False
3774-VBNXY,Female,True,True,True,False,No,,,,,,,Two year,False,Mailed check,1277.75,False
6217-KDYWC,Male,False,True,True,False,No,,,,,,,Two year,True,Mailed check,1170.550048828125,False
0390-DCFDQ,Female,True,False,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.44999694824219,True
3146-MSEGF,Female,True,True,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),6425.64990234375,False
4080-OGPJL,Female,False,False,True,True,DSL,True,False,False,True,False,True,Month-to-month,False,Electronic check,563.6500244140625,True
1095-WGNGG,Female,True,False,True,True,Fiber optic,False,True,False,False,True,True,Two year,True,Bank transfer (automatic),5971.25,False
2636-SJDOU,Male,False,False,True,True,Fiber optic,True,True,False,False,False,False,One year,True,Credit card (automatic),5289.0498046875,False
1131-QQZEB,Male,True,False,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),1756.199951171875,False
5716-EZXZN,Female,True,True,True,True,Fiber optic,True,True,False,True,True,False,Two year,True,Credit card (automatic),6416.7001953125,False
6837-BJYDQ,Male,False,False,True,False,No,,,,,,,One year,False,Mailed check,61.349998474121094,False
2135-RXIHG,Male,False,False,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.650001525878906,True
6440-DKQGE,Male,False,True,True,False,DSL,False,True,True,False,True,False,One year,False,Credit card (automatic),1929.949951171875,False
3466-BYAVD,Male,True,True,True,False,DSL,False,True,True,True,False,True,Month-to-month,True,Mailed check,1071.4000244140625,False
3780-YVMFA,Female,True,True,True,False,DSL,False,False,False,True,True,True,Month-to-month,True,Electronic check,564.3499755859375,False
3874-EQOEP,Male,False,False,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Mailed check,655.5,True
1679-JRFBR,Female,True,True,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Credit card (automatic),7930.5498046875,False
9073-ZZIAY,Male,True,True,True,False,DSL,True,True,True,True,True,True,Two year,False,Electronic check,5215.25,False
3077-RSNTJ,Female,True,True,True,False,No,,,,,,,Month-to-month,False,Mailed check,113.5,False
6551-GNYDG,Female,True,True,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),1152.800048828125,False
9167-APMXZ,Female,False,False,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),1821.949951171875,False
2749-CTKAJ,Male,True,True,True,False,No,,,,,,,One year,False,Mailed check,419.8999938964844,False
6371-NZYEG,Male,True,True,True,False,DSL,True,False,True,False,True,False,Two year,False,Mailed check,1024.0,False
7554-NEWDD,Male,False,False,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),251.60000610351562,False
8992-VONJD,Female,False,True,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Electronic check,764.5499877929688,False
0867-MKZVY,Female,True,False,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,1592.3499755859375,True
4482-EWFMI,Female,False,False,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,135.1999969482422,False
4648-YPBTM,Male,False,False,True,True,DSL,False,True,True,True,False,True,Two year,True,Bank transfer (automatic),3958.25,False
2907-ILJBN,Female,True,True,True,False,No,,,,,,,One year,False,Mailed check,233.89999389648438,False
6345-FZOQH,Male,True,False,True,False,No,,,,,,,Two year,False,Mailed check,1363.449951171875,False
3376-BMGFE,Female,False,False,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),273.0,True
5997-OPVFA,Male,True,False,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),6254.4501953125,False
3445-HXXGF,Male,True,False,False,,DSL,False,True,True,False,False,True,Month-to-month,True,Electronic check,2651.199951171875,True
1159-WFSGR,Female,True,True,True,False,No,,,,,,,Month-to-month,False,Electronic check,321.3999938964844,False
7654-YWJUF,Male,True,False,True,False,Fiber optic,True,False,True,True,False,False,One year,True,Bank transfer (automatic),3539.25,False
1875-QIVME,Female,True,False,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,242.8000030517578,True
6727-IOTLZ,Male,True,False,True,False,DSL,False,True,True,True,True,True,Two year,False,Mailed check,1181.75,False
0691-JVSYA,Female,True,False,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Bank transfer (automatic),5000.2001953125,True
5918-VUKWP,Female,False,False,True,False,No,,,,,,,One year,False,Bank transfer (automatic),654.5499877929688,False
1744-JHKYS,Female,True,False,True,True,No,,,,,,,Month-to-month,False,Electronic check,780.2000122070312,False
2656-FMOKZ,Female,False,False,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,1145.699951171875,True
2070-FNEXE,Female,False,False,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),503.6000061035156,True
5947-SGKCL,Female,True,True,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),1559.25,False
3712-PKXZA,Male,True,False,True,False,No,,,,,,,One year,True,Credit card (automatic),1252.0,False
6317-YPKDH,Female,False,False,False,,DSL,False,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),29.950000762939453,True
6582-OIVSP,Female,False,False,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.29999923706055,False
9367-WXLCH,Male,False,False,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),662.6500244140625,True
5524-KHNJP,Male,True,True,True,False,DSL,True,False,True,False,True,True,One year,False,Credit card (automatic),2453.300048828125,False
1918-ZBFQJ,Female,False,False,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,1111.6500244140625,True
1024-GUALD,Female,True,False,False,,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,24.799999237060547,True
4827-USJHP,Male,False,False,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,1023.8499755859375,False
8167-GJLRN,Male,False,False,False,,DSL,False,False,False,True,False,False,Month-to-month,False,Electronic check,82.1500015258789,False
0956-SYCWG,Female,False,False,True,False,No,,,,,,,One year,False,Electronic check,244.8000030517578,False
8017-UVSZU,Female,True,False,True,True,DSL,False,True,False,False,False,False,Month-to-month,False,Credit card (automatic),2379.10009765625,False
7100-FQPRV,Male,True,True,True,True,DSL,True,False,False,True,False,True,One year,True,Credit card (automatic),3173.35009765625,False
2472-OVKUP,Male,True,False,True,False,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Electronic check,531.0,True
2984-RGEYA,Female,True,True,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),1375.4000244140625,False
9680-NIAUV,Female,True,True,True,True,Fiber optic,True,True,True,False,True,True,Two year,False,Credit card (automatic),8129.2998046875,False
2146-EGVDT,Male,True,True,True,False,No,,,,,,,Two year,False,Credit card (automatic),1192.699951171875,False
2604-IJPDU,Female,True,False,True,False,Fiber optic,True,True,False,True,True,False,Month-to-month,True,Electronic check,1901.6500244140625,False
9178-JHUVJ,Male,True,True,True,True,No,,,,,,,Two year,True,Bank transfer (automatic),587.4000244140625,False
6168-YBYNP,Male,False,False,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,6519.75,False
7255-SSFBC,Male,True,True,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),8041.64990234375,False
3645-DEYGF,Male,False,True,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.75,False
9323-HGFWY,Female,True,False,True,False,Fiber optic,True,False,False,True,True,True,One year,True,Credit card (automatic),2681.14990234375,False
8544-GOQSH,Female,False,False,True,False,Fiber optic,False,True,False,True,False,False,Month-to-month,True,Credit card (automatic),1112.300048828125,False
3363-DTIVD,Male,True,True,True,True,Fiber optic,True,False,True,False,True,True,Two year,False,Electronic check,7405.5,False
7018-WBJNK,Male,False,True,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Credit card (automatic),1033.949951171875,False
9142-KZXOP,Male,False,False,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),2958.949951171875,False
7674-YTAFD,Female,False,False,True,False,Fiber optic,False,True,False,True,False,False,One year,True,Bank transfer (automatic),2684.85009765625,False
6348-SNFUS,Male,True,True,False,,DSL,True,True,True,True,False,True,Two year,True,Credit card (automatic),4179.2001953125,False
1285-OKIPP,Male,False,False,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Electronic check,79.9000015258789,True
7825-ECJRF,Female,False,False,True,False,Fiber optic,True,False,True,True,True,True,Month-to-month,True,Electronic check,1934.449951171875,True
1347-KTTTA,Male,True,False,True,False,Fiber optic,False,True,True,True,True,True,One year,True,Credit card (automatic),6654.10009765625,False
7841-TZDMQ,Male,False,False,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),84.5,True
4195-NZGTA,Female,False,False,False,,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,25.25,False
7157-SMCFK,Male,False,True,True,False,No,,,,,,,Two year,False,Mailed check,1124.199951171875,False
4709-LKHYG,Female,True,True,True,False,No,,,,,,,One year,False,Electronic check,540.0499877929688,False
2504-DSHIH,Male,True,False,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Electronic check,1975.8499755859375,False
0699-NDKJM,Female,True,False,False,,DSL,True,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),3437.449951171875,False
9286-BHDQG,Male,True,True,False,,DSL,True,True,True,True,False,False,Two year,False,Credit card (automatic),3139.800048828125,False
0230-WEQUW,Male,True,False,False,,DSL,True,True,True,True,True,False,Two year,True,Bank transfer (automatic),3789.199951171875,False
2040-LDIWQ,Male,True,True,True,True,DSL,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),5324.5,False
6496-JDSSB,Female,False,False,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),624.5999755859375,False
9408-SSNVZ,Female,False,False,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,268.3500061035156,True
4443-EMBNA,Female,True,False,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),1836.9000244140625,False
6469-MRVET,Male,True,True,True,False,No,,,,,,,One year,True,Electronic check,20.200000762939453,False
0742-MOABM,Male,True,False,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Mailed check,179.35000610351562,True
5961-VUSRV,Female,False,False,True,False,No,,,,,,,One year,True,Bank transfer (automatic),219.35000610351562,False
6778-JFCMK,Male,False,False,False,,DSL,True,False,False,False,True,True,One year,True,Mailed check,1288.75,False
6341-JVQGF,Female,True,True,True,False,DSL,True,False,True,True,True,True,One year,True,Mailed check,2545.75,False
2232-DMLXU,Female,True,False,True,False,DSL,False,False,False,False,True,False,Month-to-month,False,Mailed check,55.20000076293945,True
