tenure,monthly_charges,total_charges
54,114.6500015258789,6049.5
18,64.80000305175781,1166.699951171875
36,80.4000015258789,2937.64990234375
60,105.9000015258789,6396.4501953125
1,69.55000305175781,69.55000305175781
52,25.049999237060547,1270.25
8,94.75,759.5499877929688
72,105.5,7611.5498046875
64,24.700000762939453,1642.75
22,69.75,1545.4000244140625
60,60.20000076293945,3582.39990234375
28,81.05000305175781,2227.10009765625
61,24.399999618530273,1417.9000244140625
24,104.1500015258789,2494.64990234375
28,92.9000015258789,2768.35009765625
30,80.80000305175781,2369.300048828125
2,20.0,38.0
1,75.0999984741211,75.0999984741211
6,19.649999618530273,100.9000015258789
24,69.44999694824219,1614.050048828125
4,101.1500015258789,385.8999938964844
7,99.80000305175781,673.25
72,116.05000305175781,8404.900390625
70,40.04999923706055,2799.75
64,102.0999984741211,6538.4501953125
72,89.69999694824219,6588.9501953125
44,19.899999618530273,868.0999755859375
13,55.95000076293945,734.3499755859375
17,20.649999618530273,330.6000061035156
1,55.0,55.0
9,70.05000305175781,564.4000244140625
24,53.599998474121094,1315.3499755859375
1,74.69999694824219,74.69999694824219
24,80.25,1861.5
35,76.05000305175781,2747.199951171875
7,75.69999694824219,554.0499877929688
5,96.0999984741211,453.3999938964844
15,69.0,994.7999877929688
11,19.649999618530273,225.75
48,45.29999923706055,2145.0
20,81.44999694824219,1671.5999755859375
72,108.5,8003.7998046875
8,83.55000305175781,680.0499877929688
72,84.5,6130.85009765625
15,100.1500015258789,1415.0
72,88.5999984741211,6201.9501953125
0,52.54999923706055,
1,74.3499984741211,74.3499984741211
63,104.80000305175781,6597.25
2,59.0,114.1500015258789
2,74.4000015258789,139.39999389648438
61,64.05000305175781,3902.60009765625
1,20.399999618530273,20.399999618530273
22,43.75,903.5999755859375
28,60.900001525878906,1785.6500244140625
70,19.799999237060547,1397.6500244140625
5,28.450000762939453,131.0500030517578
12,99.69999694824219,1238.449951171875
34,116.25,3899.050048828125
71,80.69999694824219,5676.0
70,65.19999694824219,4543.14990234375
52,84.05000305175781,4326.7998046875
69,79.44999694824219,5502.5498046875
20,94.0999984741211,1782.4000244140625
11,78.0,851.7999877929688
2,94.19999694824219,167.5
6,80.5,502.8500061035156
1,19.850000381469727,19.850000381469727
20,94.30000305175781,1818.300048828125
61,106.44999694824219,6300.14990234375
5,74.3499984741211,334.79998779296875
56,105.44999694824219,5916.9501953125
30,95.0,2852.39990234375
40,104.80000305175781,4131.9501953125
28,54.29999923706055,1546.300048828125
5,70.05000305175781,302.6000061035156
27,75.19999694824219,1929.3499755859375
12,20.049999237060547,265.45001220703125
67,105.4000015258789,6989.4501953125
29,51.599998474121094,1442.0
55,85.5,4713.39990234375
23,75.5999984741211,1758.5999755859375
34,100.05000305175781,3480.0
52,91.25,4738.2998046875
72,115.75,8399.150390625
58,94.69999694824219,5430.35009765625
35,19.600000381469727,686.9500122070312
56,99.9000015258789,5706.2998046875
24,21.100000381469727,490.6499938964844
70,20.049999237060547,1360.25
2,79.94999694824219,174.4499969482422
68,107.1500015258789,7379.7998046875
1,85.0,85.0
12,89.55000305175781,1021.75
63,81.55000305175781,5029.0498046875
33,58.45000076293945,1955.4000244140625
69,95.6500015258789,6744.2001953125
60,80.5999984741211,4946.7001953125
72,113.0999984741211,8248.5
11,58.95000076293945,601.5999755859375
1,19.549999237060547,19.549999237060547
10,86.05000305175781,834.0999755859375
13,45.54999923706055,597.0
34,78.94999694824219,2647.199951171875
39,86.30000305175781,3266.0
65,105.05000305175781,6744.25
50,101.9000015258789,5265.5
15,19.75,311.6000061035156
72,110.30000305175781,7966.89990234375
72,115.5999984741211,8220.400390625
55,19.350000381469727,1153.25
23,25.600000381469727,514.75
32,80.3499984741211,2596.14990234375
56,68.75,3808.0
1,19.899999618530273,19.899999618530273
38,70.5999984741211,2708.199951171875
11,70.19999694824219,760.0499877929688
1,49.29999923706055,49.29999923706055
56,107.25,6033.2998046875
3,23.600000381469727,89.05000305175781
7,69.69999694824219,516.1500244140625
59,99.5,5861.75
7,64.30000305175781,445.95001220703125
71,70.8499984741211,4973.39990234375
15,101.9000015258789,1667.25
71,73.5,5357.75
35,100.25,3527.60009765625
11,40.400001525878906,422.6000061035156
60,19.25,1103.25
47,59.599998474121094,2754.0
11,64.9000015258789,697.25
56,100.30000305175781,5614.4501953125
28,110.8499984741211,3204.39990234375
61,81.05000305175781,4747.64990234375
31,98.05000305175781,3082.10009765625
9,70.5,597.9000244140625
35,94.55000305175781,3365.39990234375
2,19.649999618530273,38.79999923706055
12,19.0,233.5500030517578
1,75.30000305175781,75.30000305175781
4,89.19999694824219,346.20001220703125
1,19.0,19.0
3,20.0,61.70000076293945
1,85.69999694824219,85.69999694824219
52,63.25,3342.449951171875
5,20.100000381469727,85.0999984741211
72,99.1500015258789,7422.10009765625
71,90.4000015258789,6668.0498046875
72,111.9000015258789,8071.0498046875
46,24.899999618530273,1174.800048828125
63,83.5,5435.0
30,84.30000305175781,2438.60009765625
1,45.599998474121094,45.599998474121094
12,61.650001525878906,713.75
16,54.849998474121094,916.1500244140625
4,65.55000305175781,237.1999969482422
51,90.3499984741211,4614.5498046875
65,20.399999618530273,1414.449951171875
16,74.55000305175781,1170.5
2,19.950000762939453,47.70000076293945
66,74.25,4859.25
46,108.6500015258789,4903.2001953125
32,109.55000305175781,3608.0
72,86.6500015258789,6094.25
38,81.0,3084.89990234375
51,47.849998474121094,2356.75
72,114.55000305175781,8306.0498046875
65,105.25,6786.39990234375
9,29.950000762939453,248.9499969482422
9,65.0,663.0499877929688
66,20.549999237060547,1357.0999755859375
44,109.80000305175781,4860.35009765625
50,69.5,3418.199951171875
15,48.849998474121094,631.4000244140625
8,25.25,186.3000030517578
66,102.8499984741211,6976.75
57,87.55000305175781,4884.85009765625
7,78.55000305175781,522.9500122070312
10,34.54999923706055,362.6000061035156
62,92.05000305175781,5755.7998046875
40,85.05000305175781,3355.64990234375
20,19.700000762939453,406.95001220703125
7,20.0,137.60000610351562
25,95.1500015258789,2395.699951171875
23,84.25,1968.0999755859375
66,104.5999984741211,6819.4501953125
72,111.6500015258789,7943.4501953125
49,90.05000305175781,4547.25
43,110.75,4687.89990234375
46,55.0,2473.949951171875
72,89.8499984741211,6562.89990234375
10,20.350000381469727,176.3000030517578
40,54.54999923706055,2236.199951171875
65,105.5,6985.64990234375
31,99.44999694824219,3109.89990234375
68,70.9000015258789,4911.35009765625
56,104.55000305175781,5794.64990234375
10,85.25,855.2999877929688
68,25.399999618530273,1620.199951171875
43,56.150001525878906,2499.300048828125
1,89.55000305175781,89.55000305175781
49,89.8499984741211,4287.2001953125
15,25.25,394.8500061035156
20,94.55000305175781,1899.6500244140625
1,45.70000076293945,45.70000076293945
50,69.6500015258789,3442.14990234375
2,89.5,161.5
24,70.0,1732.5999755859375
3,69.55000305175781,222.3000030517578
1,74.5999984741211,74.5999984741211
35,20.100000381469727,655.2999877929688
17,24.799999237060547,475.25
8,19.649999618530273,164.3000030517578
10,95.0999984741211,865.0999755859375
68,88.8499984741211,6132.7001953125
45,78.80000305175781,3597.5
2,19.850000381469727,35.900001525878906
37,20.350000381469727,697.6500244140625
4,24.25,96.05000305175781
10,45.25,428.70001220703125
1,20.049999237060547,20.049999237060547
65,69.55000305175781,4459.14990234375
57,19.5,1167.5999755859375
3,74.75,238.10000610351562
2,69.6500015258789,145.14999389648438
49,30.200000762939453,1453.0999755859375
4,45.650001525878906,191.0500030517578
70,57.79999923706055,4039.300048828125
53,19.850000381469727,1039.449951171875
53,25.549999237060547,1336.0999755859375
1,75.05000305175781,75.05000305175781
22,24.850000381469727,493.3999938964844
52,49.150001525878906,2550.89990234375
65,110.3499984741211,7246.14990234375
48,24.549999237060547,1203.949951171875
2,34.70000076293945,62.25
3,107.94999694824219,313.6000061035156
45,81.4000015258789,3775.85009765625
1,80.0,80.0
61,73.80000305175781,4616.0498046875
3,64.4000015258789,195.64999389648438
40,103.75,4188.39990234375
1,71.0999984741211,71.0999984741211
1,49.900001525878906,49.900001525878906
51,24.600000381469727,1266.4000244140625
2,49.25,91.0999984741211
52,30.100000381469727,1623.4000244140625
51,83.4000015258789,4149.4501953125
1,20.450000762939453,20.450000762939453
31,75.25,2344.5
47,20.549999237060547,1013.0499877929688
3,75.0999984741211,270.70001220703125
22,20.049999237060547,417.0
1,20.649999618530273,20.649999618530273
72,85.1500015258789,6316.2001953125
3,50.150001525878906,168.14999389648438
47,84.94999694824219,4018.050048828125
72,66.5,4811.60009765625
66,63.29999923706055,4189.7001953125
35,83.1500015258789,2848.449951171875
29,84.9000015258789,2516.199951171875
2,20.549999237060547,33.599998474121094
4,49.25,208.4499969482422
25,79.8499984741211,2015.3499755859375
65,59.599998474121094,3739.800048828125
27,104.6500015258789,2964.0
29,75.30000305175781,2263.39990234375
29,80.0999984741211,2211.800048828125
1,19.549999237060547,19.549999237060547
20,81.0,1683.699951171875
58,24.700000762939453,1519.0
14,86.0,1164.050048828125
72,25.399999618530273,1710.9000244140625
46,89.1500015258789,4245.5498046875
71,58.25,4145.89990234375
32,85.6500015258789,2664.300048828125
26,50.349998474121094,1277.5
68,80.3499984741211,5589.2998046875
2,20.200000762939453,34.75
61,20.549999237060547,1305.949951171875
4,85.94999694824219,381.29998779296875
3,45.349998474121094,141.5
33,94.5,3105.550048828125
9,21.25,204.5500030517578
22,26.25,605.9000244140625
5,80.8499984741211,356.1000061035156
30,91.69999694824219,2758.14990234375
65,74.19999694824219,4805.64990234375
45,87.25,3941.699951171875
5,20.350000381469727,92.75
25,75.5,1901.050048828125
72,79.05000305175781,5730.7001953125
27,90.1500015258789,2423.39990234375
32,50.599998474121094,1653.449951171875
30,110.44999694824219,3327.050048828125
70,101.0,7085.5
42,79.3499984741211,3344.10009765625
72,89.8499984741211,6697.35009765625
47,65.0,2879.89990234375
2,80.44999694824219,137.10000610351562
10,98.55000305175781,1008.5499877929688
61,24.100000381469727,1551.5999755859375
5,44.04999923706055,202.14999389648438
72,110.80000305175781,7882.25
72,114.94999694824219,8196.400390625
3,75.05000305175781,202.89999389648438
48,19.25,855.0999755859375
63,90.05000305175781,5817.0
27,56.70000076293945,1652.949951171875
70,80.1500015258789,5600.14990234375
7,71.3499984741211,515.75
0,20.25,
2,90.3499984741211,190.5
20,98.55000305175781,1842.800048828125
66,19.700000762939453,1253.800048828125
3,19.850000381469727,57.20000076293945
15,85.9000015258789,1269.550048828125
72,90.3499984741211,6563.39990234375
1,20.799999237060547,20.799999237060547
22,89.25,1907.8499755859375
3,70.30000305175781,208.85000610351562
72,66.8499984741211,4758.7998046875
65,19.899999618530273,1292.5999755859375
11,35.79999923706055,363.1499938964844
22,78.8499984741211,1600.25
14,20.399999618530273,275.70001220703125
41,74.25,3089.10009765625
17,64.80000305175781,1175.5999755859375
11,20.450000762939453,237.3000030517578
15,93.3499984741211,1444.6500244140625
1,19.899999618530273,19.899999618530273
5,88.9000015258789,454.1499938964844
33,95.80000305175781,3036.75
72,110.6500015258789,8065.64990234375
3,40.29999923706055,92.5
2,82.0,184.64999389648438
59,107.0,6152.2998046875
2,45.349998474121094,89.5
71,73.3499984741211,5154.5
5,44.79999923706055,220.4499969482422
27,54.75,1510.300048828125
1,52.20000076293945,52.20000076293945
63,40.599998474121094,2588.949951171875
46,110.0,4874.7998046875
72,55.29999923706055,3983.60009765625
34,60.849998474121094,2003.5999755859375
24,78.4000015258789,1832.4000244140625
72,69.6500015258789,4908.25
60,59.849998474121094,3590.199951171875
68,76.9000015258789,5023.0
8,19.850000381469727,146.60000610351562
34,67.6500015258789,2339.300048828125
6,45.0,298.70001220703125
2,64.19999694824219,143.64999389648438
31,81.69999694824219,2548.64990234375
20,25.549999237060547,507.3999938964844
1,20.0,20.0
62,96.75,6125.39990234375
70,75.6500015258789,5411.39990234375
10,98.5,1058.25
39,23.799999237060547,903.7999877929688
46,64.19999694824219,3009.5
6,85.3499984741211,489.45001220703125
72,76.80000305175781,5468.4501953125
18,55.20000076293945,1058.0999755859375
71,108.55000305175781,7616.0
40,101.30000305175781,4113.10009765625
1,69.55000305175781,69.55000305175781
58,103.25,6017.64990234375
70,104.0,7250.14990234375
42,25.25,1108.199951171875
34,30.399999618530273,938.6500244140625
5,20.049999237060547,94.1500015258789
25,84.5999984741211,2088.050048828125
2,86.19999694824219,178.6999969482422
55,103.69999694824219,5656.75
21,111.19999694824219,2317.10009765625
70,88.0,5986.4501953125
61,106.3499984741211,6751.35009765625
43,79.1500015258789,3566.60009765625
47,103.0999984741211,4889.2998046875
5,63.95000076293945,318.1000061035156
62,25.799999237060547,1563.949951171875
16,89.44999694824219,1430.25
7,95.5999984741211,644.3499755859375
14,25.549999237060547,372.45001220703125
60,90.94999694824219,5453.39990234375
34,44.849998474121094,1442.5999755859375
50,108.55000305175781,5610.7001953125
38,25.049999237060547,963.9500122070312
70,74.0999984741211,5222.2998046875
37,88.80000305175781,3340.550048828125
4,78.8499984741211,292.79998779296875
60,93.25,5774.5498046875
62,71.4000015258789,4487.2998046875
1,44.400001525878906,44.400001525878906
36,79.19999694824219,2854.949951171875
44,20.399999618530273,905.5499877929688
55,100.0,5509.2998046875
72,105.0,7589.7998046875
12,19.799999237060547,229.60000610351562
